Measurements made by the University of York's LIF-SO2 instrument for flight C286	
Mean sensitivity used = 33.8 +/- 1.5 cps/mW/ppt	
Overall uncertainty (including variation in sensitivity) = 10 %	
Pressure = 400 mbar, flow rate = 2 slpm
Before using this data please contact Pete Edwards (pete.edwards@york.ac.uk)
Date_time,SO2_ppt
2022-05-01 11:32:00,80.58869546488994
2022-05-01 11:32:10,119.142667674439
2022-05-01 11:32:20,116.07473106667136
2022-05-01 11:32:30,92.93127426987692
2022-05-01 11:32:40,160.5363022918209
2022-05-01 11:32:50,91.1070339413123
2022-05-01 11:33:00,85.61752091582757
2022-05-01 11:33:10,106.64742498421946
2022-05-01 11:33:20,31.139754262071616
2022-05-01 11:33:30,112.95910797985317
2022-05-01 11:33:40,59.147842999319394
2022-05-01 11:33:50,107.93494496619368
2022-05-01 11:34:00,87.31374007675805
2022-05-01 11:34:10,49.04122215577139
2022-05-01 11:34:20,86.73241626011642
2022-05-01 11:34:30,136.76737175783254
2022-05-01 11:34:40,112.98636970753701
2022-05-01 11:34:50,120.69541240368815
2022-05-01 11:35:00,101.8649152979318
2022-05-01 11:35:10,121.38046304672746
2022-05-01 11:35:20,114.5029486766876
2022-05-01 11:35:30,91.70089538098395
2022-05-01 11:35:40,
2022-05-01 11:35:50,
2022-05-01 11:36:00,
2022-05-01 11:36:10,
2022-05-01 11:36:20,
2022-05-01 11:36:30,84.90576976728046
2022-05-01 11:36:40,107.10686173265186
2022-05-01 11:36:50,70.80308439809316
2022-05-01 11:37:00,55.2612687406135
2022-05-01 11:37:10,96.09190054166467
2022-05-01 11:37:20,108.48708387513632
2022-05-01 11:37:30,123.68744525689823
2022-05-01 11:37:40,108.57375949986577
2022-05-01 11:37:50,86.02914396457645
2022-05-01 11:38:00,43.48900432626587
2022-05-01 11:38:10,-13.959505838250829
2022-05-01 11:38:20,18.86948240516853
2022-05-01 11:38:30,105.92925035541583
2022-05-01 11:38:40,125.87181903658671
2022-05-01 11:38:50,121.6284637792899
2022-05-01 11:39:00,97.21108706264971
2022-05-01 11:39:10,51.159915511206
2022-05-01 11:39:20,60.72787106871785
2022-05-01 11:39:30,81.02379388838119
2022-05-01 11:39:40,90.61158263857794
2022-05-01 11:39:50,94.61134374587547
2022-05-01 11:40:00,109.74983241479278
2022-05-01 11:40:10,75.95423043565197
2022-05-01 11:40:20,75.74459456669597
2022-05-01 11:40:30,72.5317166267399
2022-05-01 11:40:40,139.52546004768266
2022-05-01 11:40:50,115.92879937271941
2022-05-01 11:41:00,125.94258287837712
2022-05-01 11:41:10,87.51133842259333
2022-05-01 11:41:20,59.83289322288649
2022-05-01 11:41:30,128.17701499853862
2022-05-01 11:41:40,103.66917257282665
2022-05-01 11:41:50,104.9026756238255
2022-05-01 11:42:00,117.83334405853657
2022-05-01 11:42:10,71.76668567840073
2022-05-01 11:42:20,50.56264645825313
2022-05-01 11:42:30,53.05718174680254
2022-05-01 11:42:40,100.0114159841937
2022-05-01 11:42:50,95.94358424520168
2022-05-01 11:43:00,125.51245147517938
2022-05-01 11:43:10,116.11763278040203
2022-05-01 11:43:20,83.18842254461504
2022-05-01 11:43:30,125.47277649473898
2022-05-01 11:43:40,88.62517301426021
2022-05-01 11:43:50,99.92616111556454
2022-05-01 11:44:00,
2022-05-01 11:44:10,
2022-05-01 11:44:20,
2022-05-01 11:44:30,
2022-05-01 11:44:40,
2022-05-01 11:44:50,
2022-05-01 11:45:00,
2022-05-01 11:45:10,
2022-05-01 11:45:20,
2022-05-01 11:45:30,
2022-05-01 11:45:40,
2022-05-01 11:45:50,
2022-05-01 11:46:00,
2022-05-01 11:46:10,
2022-05-01 11:46:20,159.81866503720326
2022-05-01 11:46:30,126.44590156743536
2022-05-01 11:46:40,153.09384771642888
2022-05-01 11:46:50,95.41822311102455
2022-05-01 11:47:00,90.49599286276381
2022-05-01 11:47:10,110.9716924186791
2022-05-01 11:47:20,
2022-05-01 11:47:30,
2022-05-01 11:47:40,
2022-05-01 11:47:50,
2022-05-01 11:48:00,
2022-05-01 11:48:10,
2022-05-01 11:48:20,
2022-05-01 11:48:30,
2022-05-01 11:48:40,
2022-05-01 11:48:50,
2022-05-01 11:49:00,
2022-05-01 11:49:10,
2022-05-01 11:49:20,
2022-05-01 11:49:30,86.51238571796986
2022-05-01 11:49:40,47.760349275881374
2022-05-01 11:49:50,130.99958747614448
2022-05-01 11:50:00,139.2554201256339
2022-05-01 11:50:10,131.9735052554834
2022-05-01 11:50:20,98.2965637457485
2022-05-01 11:50:30,121.58973948906655
2022-05-01 11:50:40,129.06707306089217
2022-05-01 11:50:50,98.68226425062136
2022-05-01 11:51:00,79.46356424945522
2022-05-01 11:51:10,145.2863265381377
2022-05-01 11:51:20,70.66163879585693
2022-05-01 11:51:30,31.51904328629929
2022-05-01 11:51:40,75.17853145763402
2022-05-01 11:51:50,99.62975289886349
2022-05-01 11:52:00,108.33367556313895
2022-05-01 11:52:10,79.02727576616194
2022-05-01 11:52:20,75.14700720594072
2022-05-01 11:52:30,136.15841053888656
2022-05-01 11:52:40,84.81170804457048
2022-05-01 11:52:50,93.61702379629746
2022-05-01 11:53:00,12.677201159092832
2022-05-01 11:53:10,-12.31259559639885
2022-05-01 11:53:20,5.3370415999874625
2022-05-01 11:53:30,25.3729131425533
2022-05-01 11:53:40,-11.619824585054227
2022-05-01 11:53:50,26.5875921720172
2022-05-01 11:54:00,24.382666568815388
2022-05-01 11:54:10,12.421779898888198
2022-05-01 11:54:20,39.33960600009762
2022-05-01 11:54:30,55.89263724478211
2022-05-01 11:54:40,45.026186661888744
2022-05-01 11:54:50,78.4473976693395
2022-05-01 11:55:00,-14.222329257411909
2022-05-01 11:55:10,13.8651125125086
2022-05-01 11:55:20,43.71920378134213
2022-05-01 11:55:30,-8.830984552964741
2022-05-01 11:55:40,33.22119908859935
2022-05-01 11:55:50,10.900279285498463
2022-05-01 11:56:00,16.065472811834667
2022-05-01 11:56:10,1.8398844538609729
2022-05-01 11:56:20,25.876597064654703
2022-05-01 11:56:30,13.93959727568708
2022-05-01 11:56:40,16.520111359301236
2022-05-01 11:56:50,17.94459840346261
2022-05-01 11:57:00,-9.284400702513743
2022-05-01 11:57:10,1.1409763315523227
2022-05-01 11:57:20,32.549088465620386
2022-05-01 11:57:30,42.10259321493527
2022-05-01 11:57:40,-14.02286567158396
2022-05-01 11:57:50,-15.436090185583065
2022-05-01 11:58:00,-51.98490661388158
2022-05-01 11:58:10,-23.87009493162232
2022-05-01 11:58:20,-3.4008461147964084
2022-05-01 11:58:30,-18.865799400432515
2022-05-01 11:58:40,-33.99525420639235
2022-05-01 11:58:50,-0.5281784733847207
2022-05-01 11:59:00,59.39735176283327
2022-05-01 11:59:10,61.839762530323426
2022-05-01 11:59:20,101.89082032239678
2022-05-01 11:59:30,85.13746297005004
2022-05-01 11:59:40,59.86163612319146
2022-05-01 11:59:50,76.0323860362653
2022-05-01 12:00:00,30.511422289229266
2022-05-01 12:00:10,74.11610396048836
2022-05-01 12:00:20,
2022-05-01 12:00:30,
2022-05-01 12:00:40,
2022-05-01 12:00:50,
2022-05-01 12:01:00,
2022-05-01 12:01:10,
2022-05-01 12:01:20,
2022-05-01 12:01:30,
2022-05-01 12:01:40,
