Measurements made by the University of York's LIF-SO2 instrument for flight C287	
Mean sensitivity used = 35.0 +/- 1.7 cps/mW/ppt	
Overall uncertainty (including variation in sensitivity) = 10 %	
Pressure = 400 mbar, flow rate = 2 slpm
Before using this data please contact Pete Edwards (pete.edwards@york.ac.uk)
Date_time,SO2_ppt
2022-05-02 11:28:00,134.0765653665026
2022-05-02 11:28:10,179.614067748121
2022-05-02 11:28:20,152.40008006389976
2022-05-02 11:28:30,174.0575471748099
2022-05-02 11:28:40,88.10573263668329
2022-05-02 11:28:50,153.93879756764886
2022-05-02 11:29:00,174.7581686446798
2022-05-02 11:29:10,116.82205167218814
2022-05-02 11:29:20,137.58511302316302
2022-05-02 11:29:30,138.73351755760868
2022-05-02 11:29:40,54.63559825979496
2022-05-02 11:29:50,130.23485087459431
2022-05-02 11:30:00,66.4379309082712
2022-05-02 11:30:10,94.9205132593298
2022-05-02 11:30:20,43.932862150219435
2022-05-02 11:30:30,80.41379081677219
2022-05-02 11:30:40,71.91731437259376
2022-05-02 11:30:50,148.92872070029998
2022-05-02 11:31:00,56.76645853447758
2022-05-02 11:31:10,129.97198990088734
2022-05-02 11:31:20,71.88008625113183
2022-05-02 11:31:30,84.95019460146366
2022-05-02 11:31:40,36.824439978409416
2022-05-02 11:31:50,122.84443527564237
2022-05-02 11:32:00,120.0513135717524
2022-05-02 11:32:10,67.28050844868785
2022-05-02 11:32:20,80.03622109683236
2022-05-02 11:32:30,144.19867103104664
2022-05-02 11:32:40,107.78592925750893
2022-05-02 11:32:50,70.19994319369171
2022-05-02 11:33:00,134.49305683846308
2022-05-02 11:33:10,96.98777465023267
2022-05-02 11:33:20,131.31949592060914
2022-05-02 11:33:30,125.09184973641102
2022-05-02 11:33:40,
2022-05-02 11:33:50,83.4273074030274
2022-05-02 11:34:00,26.56514617580511
2022-05-02 11:34:10,104.49395514001735
2022-05-02 11:34:20,137.316125368239
2022-05-02 11:34:30,127.70798904991179
2022-05-02 11:34:40,164.9530878124955
2022-05-02 11:34:50,120.60285908687962
2022-05-02 11:35:00,110.28304622912661
2022-05-02 11:35:10,128.3205662143861
2022-05-02 11:35:20,100.69144116339145
2022-05-02 11:35:30,101.86968767820157
2022-05-02 11:35:40,72.39943368487474
2022-05-02 11:35:50,120.92536893959596
2022-05-02 11:36:00,134.6552074972911
2022-05-02 11:36:10,90.41958649875563
2022-05-02 11:36:20,157.23883839330037
2022-05-02 11:36:30,-91.46277532367436
2022-05-02 11:36:40,124.35782816147204
2022-05-02 11:36:50,146.45845636019757
2022-05-02 11:37:00,161.75392103142042
2022-05-02 11:37:10,126.51266700532629
2022-05-02 11:37:20,143.79465577215976
2022-05-02 11:37:30,140.31588309262122
2022-05-02 11:37:40,135.64015199907323
2022-05-02 11:37:50,127.58967317535513
2022-05-02 11:38:00,105.15496232730942
2022-05-02 11:38:10,120.39838645747685
2022-05-02 11:38:20,
2022-05-02 11:38:30,
2022-05-02 11:38:40,
2022-05-02 11:38:50,
2022-05-02 11:39:00,
2022-05-02 11:39:10,
2022-05-02 11:39:20,
2022-05-02 11:39:30,
2022-05-02 11:39:40,
2022-05-02 11:39:50,
2022-05-02 11:40:00,
2022-05-02 11:40:10,
2022-05-02 11:40:20,
2022-05-02 11:40:30,
2022-05-02 11:40:40,
2022-05-02 11:40:50,
2022-05-02 11:41:00,
2022-05-02 11:41:10,
2022-05-02 11:41:20,
2022-05-02 11:41:30,
2022-05-02 11:41:40,
2022-05-02 11:41:50,
2022-05-02 11:42:00,
2022-05-02 11:42:10,248.83230663201323
2022-05-02 11:42:20,232.45067014799454
2022-05-02 11:42:30,250.46885071232967
2022-05-02 11:42:40,191.55478533500494
2022-05-02 11:42:50,230.94668084824207
2022-05-02 11:43:00,268.88543713372457
2022-05-02 11:43:10,127.40930268890159
2022-05-02 11:43:20,177.2953807502686
2022-05-02 11:43:30,125.891279141173
2022-05-02 11:43:40,139.65038356176115
2022-05-02 11:43:50,143.69921281494675
2022-05-02 11:44:00,174.26471129755265
2022-05-02 11:44:10,171.7386376594048
2022-05-02 11:44:20,104.11833433087386
2022-05-02 11:44:30,133.67499897516907
2022-05-02 11:44:40,154.46831211290416
2022-05-02 11:44:50,117.70377061983565
2022-05-02 11:45:00,180.1163617055401
2022-05-02 11:45:10,151.05269727534238
2022-05-02 11:45:20,74.27210754040759
2022-05-02 11:45:30,130.73406659395832
2022-05-02 11:45:40,
2022-05-02 11:45:50,156.28498772799338
2022-05-02 11:46:00,166.35331956145757
2022-05-02 11:46:10,149.60129816837198
2022-05-02 11:46:20,140.7380228267345
2022-05-02 11:46:30,154.37794052683515
2022-05-02 11:46:40,137.60089313691853
2022-05-02 11:46:50,188.87988517790905
2022-05-02 11:47:00,166.79366723649258
2022-05-02 11:47:10,154.26353911765622
2022-05-02 11:47:20,149.76951646881557
2022-05-02 11:47:30,126.01419348518837
2022-05-02 11:47:40,160.74255276219935
2022-05-02 11:47:50,153.10152746080797
2022-05-02 11:48:00,184.42396658946612
2022-05-02 11:48:10,135.56711735520804
2022-05-02 11:48:20,184.09746759219144
2022-05-02 11:48:30,181.51818886907498
2022-05-02 11:48:40,137.48874577846914
2022-05-02 11:48:50,75.17937498695679
2022-05-02 11:49:00,183.72832234302984
2022-05-02 11:49:10,77.16443431298082
2022-05-02 11:49:20,127.69783928904344
2022-05-02 11:49:30,187.45711110636398
2022-05-02 11:49:40,151.75656367417062
2022-05-02 11:49:50,181.93679079614762
2022-05-02 11:50:00,170.7458119496753
2022-05-02 11:50:10,119.1813029448536
2022-05-02 11:50:20,180.8338758704011
2022-05-02 11:50:30,112.79889736620383
2022-05-02 11:50:40,147.9944345155206
2022-05-02 11:50:50,165.37220377767528
2022-05-02 11:51:00,154.3534139202759
2022-05-02 11:51:10,71.18673656617804
2022-05-02 11:51:20,150.24259718581615
2022-05-02 11:51:30,151.36435892289904
2022-05-02 11:51:40,136.10834947474368
2022-05-02 11:51:50,161.9441566657475
2022-05-02 11:52:00,135.4890705727782
2022-05-02 11:52:10,142.61048093001628
2022-05-02 11:52:20,112.61173487896193
2022-05-02 11:52:30,108.69061435086186
2022-05-02 11:52:40,190.51871470065353
2022-05-02 11:52:50,170.36864017138106
2022-05-02 11:53:00,111.67830914593705
2022-05-02 11:53:10,120.63998089458214
2022-05-02 11:53:20,130.42682528982968
2022-05-02 11:53:30,138.07933033563154
2022-05-02 11:53:40,162.4690873679623
2022-05-02 11:53:50,115.39817582792298
2022-05-02 11:54:00,148.29190226911723
2022-05-02 11:54:10,138.20191514670353
2022-05-02 11:54:20,175.31259587919718
2022-05-02 11:54:30,91.51850522000409
2022-05-02 11:54:40,139.88386601054927
2022-05-02 11:54:50,155.15987890577048
2022-05-02 11:55:00,126.05649906150394
2022-05-02 11:55:10,120.56618771702426
2022-05-02 11:55:20,176.3912431992442
2022-05-02 11:55:30,130.86047870829597
2022-05-02 11:55:40,171.75123364286006
2022-05-02 11:55:50,85.6313674246322
2022-05-02 11:56:00,175.3573296134066
2022-05-02 11:56:10,104.56045544093753
2022-05-02 11:56:20,148.61255621137397
2022-05-02 11:56:30,114.48163904141484
2022-05-02 11:56:40,133.73494355204244
2022-05-02 11:56:50,167.09425798704615
2022-05-02 11:57:00,140.1992654250513
